Constituency Id,Constituency Name,Total,Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,Indian National Congress,EVM Votes,PostalVotes,Communist Party of India,EVM Votes,PostalVotes,Communist Party of India  (Marxist),EVM Votes,PostalVotes,Viduthalai Chiruthaigal Katchi,EVM Votes,PostalVotes,Indian Union Muslim League,EVM Votes,PostalVotes,All India Anna Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,Pattali Makkal Katchi,EVM Votes,PostalVotes,Bharatiya Janata Party,EVM Votes,PostalVotes,Naam Tamilar Katchi,EVM Votes,PostalVotes,Makkal Needhi Maiam,EVM Votes,PostalVotes,Indiya Jananayaka Katchi,EVM Votes,PostalVotes,Amma Makkal Munnettra Kazagam,EVM Votes,PostalVotes,Desiya Murpokku Dravida Kazhagam,EVM Votes,PostalVotes,All India Majlis-E-Ittehadul Muslimeen,EVM Votes,PostalVotes,SOCIAL DEMOCRATIC PARTY OF INDIA,EVM Votes,PostalVotes,None of the Above,EVM Votes,PostalVotes,Bahujan Samaj Party,EVM Votes,PostalVotes,Anaithu Makkal Arasiyal Katchi,EVM Votes,PostalVotes,Anna MGR Dravida Makkal Kalgam,EVM Votes,PostalVotes,Tamil Nadu Ilangyar Katchi,EVM Votes,PostalVotes,All India Jananayaka Makkal Kazhagam,EVM Votes,PostalVotes,My India Party,EVM Votes,PostalVotes,Tamilnadu Makkal Nalvazhvu Periyakkam,EVM Votes,PostalVotes,MGR Makkal Katchi,EVM Votes,PostalVotes,Nationalist Congress Party,EVM Votes,PostalVotes,Bahujan Dravida Party,EVM Votes,PostalVotes,Desiya Makkal Sakthi Katchi,EVM Votes,PostalVotes,Shiv Sena,EVM Votes,PostalVotes,Naadaalum Makkal Katchi,EVM Votes,PostalVotes,Samata Party,EVM Votes,PostalVotes,Makkal Nalvaazhvuk Katchi,EVM Votes,PostalVotes,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),EVM Votes,PostalVotes,Republican Party of India (Athawale),EVM Votes,PostalVotes,United States of India Party,EVM Votes,PostalVotes,New Generation People’s Party,EVM Votes,PostalVotes,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,EVM Votes,PostalVotes,Makkalatchi Katchi,EVM Votes,PostalVotes,National Democratic Party of South India,EVM Votes,PostalVotes,Thamizhaga Munnetra Congress,EVM Votes,PostalVotes,Nam India Naam Indiyar Katchi,EVM Votes,PostalVotes,Valamaana  Tamizhagam   Katchi,EVM Votes,PostalVotes,Republican Party of India  (Sivaraj),EVM Votes,PostalVotes,Lok Jan Shakti Party,EVM Votes,PostalVotes,Tipu Sultan Party,EVM Votes,PostalVotes,Tamizhaga Murpokku Makkal Katchi,EVM Votes,PostalVotes,Rashtriya Janata Dal,EVM Votes,PostalVotes,Mahathma Makkal Munnetra Kazhakam,EVM Votes,PostalVotes,Jebamani Janata,EVM Votes,PostalVotes,Anna MGR Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,Bhartiya Manavadhikaar Federal Party,EVM Votes,PostalVotes,Puthiya Tamilagam,EVM Votes,PostalVotes,Dravida Murpokku Makkal Katchi,EVM Votes,PostalVotes,Communist Party of India  (Marxist-Leninist)  (Liberation),EVM Votes,PostalVotes,Desiya Sirupanmayinar Makkal Iyakkam,EVM Votes,PostalVotes,Makkal Munnetra Peravai,EVM Votes,PostalVotes,Kamarajar Deseeya Congress,EVM Votes,PostalVotes,All Pensioner’s Party,EVM Votes,PostalVotes,All India Youth Development Party,EVM Votes,PostalVotes,Akhil Bharat Hindu Mahasabha,EVM Votes,PostalVotes,Anaithu Makkal Puratchi Katchi,EVM Votes,PostalVotes,Rashtriya Ulama Council,EVM Votes,PostalVotes,All India Uzhavargal Uzhaippalargal Katchi,EVM Votes,PostalVotes,Makkal Nala Kazhagam,EVM Votes,PostalVotes,Samaniya Makkal Nala Katchi,EVM Votes,PostalVotes,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,National People's Party,EVM Votes,PostalVotes,Samajwadi Party,EVM Votes,PostalVotes,Dhesiya Makkal Kazhagam,EVM Votes,PostalVotes,Anna Dravidar Kazhagam,EVM Votes,PostalVotes,Ganasangam Party of India,EVM Votes,PostalVotes,Anaithindia Samudaya Munnetra Kazhagam,EVM Votes,PostalVotes,MAKKAL SAKTHI KATCHI,EVM Votes,PostalVotes,All  India  Pattali  Munnetra Katchi,EVM Votes,PostalVotes,Indhia Kudiarasu Katchi,EVM Votes,PostalVotes,Ambedkarite Party of India,EVM Votes,PostalVotes,Tamilaga Makkal Thannurimai Katchi,EVM Votes,PostalVotes,Ahimsa Socialist Party,EVM Votes,PostalVotes,Manitha Urimaigal Kalaagam,EVM Votes,PostalVotes,Namathu Kongu Munnetra Kalagam,EVM Votes,PostalVotes,"Makkal Thilagam Munnetra Kazhagam,",EVM Votes,PostalVotes,India Dravida Makkal Munnetra Katchi,EVM Votes,PostalVotes,Kongu  Desa  Marumalarchi  Makkal  Katchi,EVM Votes,PostalVotes,All India Trinamool Congress,EVM Votes,PostalVotes,Ezhuchi Tamilargal Munnetra Kazhagam,EVM Votes,PostalVotes,Hindustan Janta Party,EVM Votes,PostalVotes,"Makkal Sananayaga Kudiyarasu Katchi,",EVM Votes,PostalVotes,Anaithu Makkal Munnetra Kazhagam,EVM Votes,PostalVotes,Rashtriya Samaj Paksha,EVM Votes,PostalVotes,Vidial Valarchi Perani,EVM Votes,PostalVotes,Akila India Vallalar Peravai,EVM Votes,PostalVotes,Janata Dal  (Secular),EVM Votes,PostalVotes,Ilantamilar Munnani Kazhagam,EVM Votes,PostalVotes,All India Samathuva Makhal Katchi,EVM Votes,PostalVotes,People's Party of India(secular),EVM Votes,PostalVotes,Namadhu Makkal Katchi,EVM Votes,PostalVotes,Akhila India Jananayaka Makkal Katchi (Dr. Isaac),EVM Votes,PostalVotes,Tamil Telugu National Party,EVM Votes,PostalVotes,Ambedkar Political Party,EVM Votes,PostalVotes,All India MGR Makkal Munnetra Kazhagam,EVM Votes,PostalVotes,Naam Indiar Party,EVM Votes,PostalVotes,Desa Makkal Munnetrak Kazhgam,EVM Votes,PostalVotes,South India Forward Bloc,EVM Votes,PostalVotes,Aanaithinthiya Jananayaka Pathukappu Kazhagam,EVM Votes,PostalVotes,Universal Brotherhood Movement,EVM Votes,PostalVotes,Anaithu Ulaga Tamilargal Munnetra Kalagam,EVM Votes,PostalVotes,Ulaga Makkal Katchi,EVM Votes,PostalVotes,Tamilnadu Mahatma Gandhi Makkal Katchi,EVM Votes,PostalVotes,ALL  IND,EVM Votes,PostalVotes,,,,
101,Dharapuram,193991,KAYALVIZHI N,88471,1515,,,,,,,,,,,,,,,,,,,,,,MURUGAN L,87964,629,RANJITHA K,6691,62,CHARLI A,2114,16,,,,KALARANI C,1166,6,,,,,,,,,,NOTA,1881,22,RANGASAMY S,638,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUNIYAPPAN A,220,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIDAMBHARAM V,123,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2454,14,,,,
102,Kangayam,199818,SAMINATHAN.M.P,93178,1019,,,,,,,,,,,,,,,,RAMALINGAM.A.S,86477,389,,,,,,,SIVANANTHAM.K,11248,59,,,,,,,RAMESH.C,474,0,,,,,,,,,,NOTA,1020,7,AYYAVU.N,421,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANOHARAN.S,134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,5373,19,,,,
103,Perundurai,189843,KKC BALU,69569,1049,,,,,,,,,,,,,,,,"JAYAKUMAR, S.",84532,593,,,,,,,"LOGANATHAN, C.",10243,51,"NANDHAKUMAR, C. K.",3506,27,,,,,,,"KULANDAIVEL, P. R.",857,1,,,,,,,NOTA,1179,10,"THAMBI, M.",1612,8,,,,,,,,,,"PRABAKARAN, D.",102,0,,,,,,,,,,,,,,,,"DHAKSHINAMURTHI, K. S.",617,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VELUSAMY, P.",107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RAMESH, M.",89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,15593,96,,,,
104,Bhavani,201385,DURAIRAJ.K.P,77079,1313,,,,,,,,,,,,,,,,KARUPPANAN.K.C,100285,630,,,,,,,SATHYA.M,10410,61,SADHANANDHAM.K,4186,35,,,,RADHAKRISHNAN.M,953,3,,,,,,,,,,NOTA,2070,9,GOPAL.M,868,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JANARTHANAM.R.P,320,2,,,,,,,,,,,,,,,,AMMASAI.K,936,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2211,5,,,,
105,Anthiyur,176385,VENKATACHALAM.A.G,78038,1058,,,,,,,,,,,,,,,,SHANMUGAVEL.K.S,77474,347,,,,,,,SARAVANAN.M,8162,68,GURUNATHAN.M,2466,8,,,,SELVAM.S.R,1207,5,,,,,,,,,,NOTA,1017,10,PATTAN.G,956,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAJENDRAN.K,229,0,,,,,,,,,,,,,,,,,,,PRATHABAN.A,2035,10,,,,,,,,,,BAKKIYAM.M,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3183,8,,,,
106,Gobichettipalayam,214281,MANIMARAN G.V,78488,1557,,,,,,,,,,,,,,,,SENGOTTAIYAN K.A,107571,1037,,,,,,,SEETHALAKSHMI M.K,11661,58,PRAKASH N.K,4258,33,,,,THULASIMANI N.K,2653,29,,,,,,,,,,NOTA,1295,12,PALANISAMY P,1027,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAKTHIVEL G,412,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,4168,12,,,,
107,Bhavanisagar,200567,,,,,,,P.L SUNDARAM,82200,973,,,,,,,,,,A.Bannari,98934,247,,,,,,,V.SANGEETHA,8479,38,KARTHIKKUMAR.K,4280,17,,,,,,,RAMESH.G,2193,4,,,,,,,NOTA,2003,2,G.SAKTHIVEL,1194,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,,,,,
108,Udhagamandalam,141102,,,,"GANESH, R.",64148,1382,,,,,,,,,,,,,,,,,,,"BHOJARAJAN, M.",59553,629,"JAYAKUMAR, A.",6316,65,"Dr.SURESH BABU, S.",4859,76,,,,"LAKSHMANAN, T.",1250,23,,,,,,,,,,NOTA,1357,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1411,14,,,,
109,Gudalur,138257,"KASILINGAM, S.",61564,987,,,,,,,,,,,,,,,,PON.JAYASEELAN,63810,686,,,,,,,"KETHEESWARAN, R.",7252,65,"BABU, J.",950,10,,,,,,,"YOGESWARAN, A.",1160,13,,,,,,,NOTA,1003,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"JAYAPRAKASH, P.",321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,417,4,,,,
110,Coonoor,135908,"Ramachandran, K.",60471,1349,,,,,,,,,,,,,,,,"Vinoth, D.",57254,461,,,,,,,"Lavanya, M.",7182,70,"Rajakumar, H.B.",3587,34,,,,"Kalaiselvan, S.",2499,28,,,,,,,,,,NOTA,1177,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arumugam, R.",435,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prabhu Inbadass, S.",399,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,929,13,,,,
111,Mettuppalayam,225083,SHANMUGASUNDARAM T R,101451,1324,,,,,,,,,,,,,,,,SELVARAJ A K,104632,599,,,,,,,YASMIN K,10900,54,,,,,,,SARAVANAN P,1856,8,,,,,,,,,,NOTA,2701,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAHESHWARAN K,274,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1244,8,,,,
112,Avanashi,212627,ATHIYAMAAN RAJU,65453,929,,,,,,,,,,,,,,,,"DHANAPAL, P",116674,610,,,,,,,SHOBA,13211,45,"VENKATESWARAN, A",8318,61,,,,,,,"MEERA, K",2554,23,,,,,,,NOTA,2352,20,"DURAISAMY, P",831,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SUBRAMANI, K",137,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1398,7,,,,
113,Tiruppur (North),238092,,,,,,,RAVI (Alias) SUBRAMANIAN . M,72679,603,,,,,,,,,,VIJEYAKUMAR.K.N,113119,265,,,,,,,EASWARAN.S,23061,49,SIVABALAN.S,19565,37,,,,,,,SELVAKUMAR.M,3420,7,,,,,,,NOTA,2154,8,CHANDRASEKARAN.R,474,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SENTHILKUMAR.V,426,2,,,,,,,,,,ALAGHUSUNDARAM.P,591,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEIVASIGAMANI.K,139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1479,10,,,,
114,Tiruppur (South),174418,SELVARAJ. K.,74944,591,,,,,,,,,,,,,,,,GUNASEKARAN. S.,70551,275,,,,,,,SHANMUGASUNDARAM. K.,12870,28,ANUSHA RAVI.,9914,20,,,,VISHALAKCHI. A.,1751,6,,,,,,,,,,NOTA,1133,9,CHELLAPANDY. P.,311,1,,,,,,,ARUNKUMAR. G.,554,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEIVEEGAN. K.,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1356,3,,,,
115,Palladam,261511,MUTHURATHINAM K,93216,996,,,,,,,,,,,,,,,,ANANDAN M S M,126437,466,,,,,,,SUBRAMANIAN S,20470,54,MAYILSAMY G,10195,32,,,,JOTHIMANI R,2606,12,,,,,,,,,,NOTA,1793,9,ANNADURAI R,607,3,,,,,,,ANTONY MARIARAJ A,530,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMANATH R,307,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIVAKUMAR G,162,0,,,,,,,,,,THINAKARAN K,130,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3468,16,,,,
116,Sulur,241653,PREMIER SELVAM (a)KALICHAMY M,85919,1117,,,,,,,,,,,,,,,,KANDASAMY V.P.,118221,747,,,,,,,ELANGOVAN. G,14376,50,RANGANATHAN. A,12592,66,,,,SENTHIL KUMAR. S.A.,4087,24,,,,,,,,,,NOTA,2588,22,,,,,,,,,,,,,,,,JAGADHEESH. S,126,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAGARAJ. K,240,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1463,12,,,,
117,Kavundampalayam,309918,R.Krishnan,124557,1336,,,,,,,,,,,,,,,,G.Arunkumar,134981,688,,,,,,,Kalamani.M,17823,74,Pankaj Jain,23427,100,,,,Aruna.M,1992,10,,,,,,,,,,NOTA,2868,24,,,,,,,,,,Siva.K,718,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selvaraj.M,177,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1130,4,,,,
118,Coimbatore (North),202799,SHANMUGASUNDARAM V.M,76201,1252,,,,,,,,,,,,,,,,AMMAN K.ARJUNAN,80815,639,,,,,,,Balendran C.B,11388,45,THANGAVELU R,26335,168,,,,APPATHURAI N.R,1650,9,,,,,,,,,,NOTA,1678,23,,,,,,,,,,DURAIRAJ K,529,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PANNEER SELVARAJ M,135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANNAPIRAN V,128,0,,,,,,,RAJKUMAR M.P,83,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1706,10,,,,
119,Thondamuthur,230531,KARTHIKEYA,81829,766,,,,,,,,,,,,,,,,S.P. VELUMANI,123538,687,,,,,,,S. KALAIARASI,8014,28,S. SHAJAHAN,11572,34,,,,R.SATHISHKUMAR,1229,6,,,,,,,,,,NOTA,1622,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. BADRAN,136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1051,6,,,,
120,Coimbatore (South),154765,,,,MAYURA S JAYAKUMAR,41663,720,,,,,,,,,,,,,,,,,,,VANATHI SRINIVASAN,52627,582,ABDUL WAHAB,4265,35,KAMALHAASAN,51087,394,,,,DURAISAMY @ CHALLENGER DURAI,690,11,,,,,,,,,,NOTA,887,14,ROSHAN,272,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOPALAKRISHNAN,126,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SANMUGAVEL,76,0,,,,,,,,,,,,,,,,,,,,,,VIVEK SUBRAMANIAM,74,0,,,,,,,,,,,,,,,,,,,RAGHUL GANDHI .K,72,1,VELLIMALAI,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1103,4,,,,
121,Singanallur,202021,"Karthik, N",68984,1406,,,,,,,,,,,,,,,,"Jayaram, K.R",80437,807,,,,,,,"Narmadha, R",8311,55,"Mahendran, R",36553,302,,,,"Selva, S.R",1722,11,,,,,,,,,,NOTA,1415,17,,,,,,,,,,,,,,,,"Palanisamy, N",112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SenthilKumar, S",94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sasikumar, M",209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1573,10,,,,
122,Kinathukadavu,232435,Kuruchi Prabhakaran,99311,1131,,,,,,,,,,,,,,,,Damodaran.S,101069,468,,,,,,,Umajagadesh.M,11249,31,Siva.A,13880,59,,,,ROHINI MA.PA,1237,11,,,,,,,,,,NOTA,2268,12,,,,,,,,,,,,,James.S,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anbazhagan.G,352,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mariappan.R,187,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1109,5,,,,
123,Pollachi,177308,"Dr. Varadharajan, K.",77882,960,,,,,,,,,,,,,,,,Pollachi V. Jayaraman,79906,661,,,,,,,"Logeswari, N.",6375,27,"Sathieshkumar, V.T.",7548,41,,,,"Sugumar, K.",1135,6,,,,,,,,,,NOTA,1533,13,"Aruchamy, C.M.",488,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,729,1,,,,
